 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:53
 Units: L = cm   , T = days , M = mmol 



                               Node( 21)                      Node( 51)                      Node(151)                      Node(451)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
        502.9900    -8000.01  0.0253 -0.638E-09      -1068.09  0.0363  0.213E-01       -436.86  0.3067  0.546E-01       -169.84  0.0548 -0.173E-01
        503.9900    -8000.01  0.0253 -0.638E-09      -1163.42  0.0350  0.175E-01       -439.01  0.3055  0.549E-01       -169.97  0.0547 -0.170E-01
        504.9900    -8000.01  0.0253 -0.638E-09      -1106.41  0.0357  0.199E-01       -440.76  0.3045  0.547E-01       -170.09  0.0547 -0.167E-01
        505.9900    -5733.38  0.0256 -0.133E-02      -1120.54  0.0355  0.193E-01       -442.47  0.3035  0.541E-01       -170.21  0.0546 -0.165E-01
        506.9900    -4252.30  0.0260 -0.698E-03      -1160.76  0.0350  0.176E-01       -444.23  0.3025  0.539E-01       -170.32  0.0546 -0.162E-01
        507.9900    -7756.28  0.0253 -0.101E-04      -1177.20  0.0348  0.169E-01       -445.92  0.3015  0.537E-01       -170.41  0.0545 -0.161E-01
        508.9900    -8000.02  0.0253 -0.613E-09      -1245.04  0.0340  0.147E-01       -447.71  0.3005  0.536E-01       -170.50  0.0545 -0.159E-01
        509.9900    -8000.02  0.0253 -0.602E-09      -1331.57  0.0332  0.125E-01       -449.57  0.2995  0.537E-01       -170.57  0.0544 -0.158E-01
        510.9900    -8000.02  0.0253 -0.572E-09      -1373.87  0.0328  0.116E-01       -451.36  0.2984  0.537E-01       -170.64  0.0544 -0.156E-01
        511.9900    -8000.01  0.0253 -0.547E-09      -1391.63  0.0326  0.114E-01       -453.03  0.2975  0.535E-01       -170.70  0.0544 -0.155E-01
        512.9900    -8000.01  0.0253 -0.503E-09      -1486.86  0.0319  0.964E-02       -454.77  0.2965  0.533E-01       -170.75  0.0543 -0.154E-01
        513.9900    -8000.00  0.0253 -0.480E-09      -1568.27  0.0314  0.845E-02       -456.50  0.2955  0.533E-01       -170.81  0.0543 -0.154E-01
        514.9900    -8000.02  0.0253 -0.434E-09      -1657.67  0.0309  0.742E-02       -458.20  0.2945  0.532E-01       -170.87  0.0543 -0.153E-01
        515.9900    -8000.00  0.0253 -0.406E-09      -1877.29  0.0299  0.536E-02       -460.01  0.2935  0.532E-01       -170.93  0.0543 -0.152E-01
        516.9900    -8000.03  0.0253 -0.384E-09      -1915.55  0.0298  0.521E-02       -461.64  0.2926  0.531E-01       -171.01  0.0543 -0.151E-01
        517.9900    -8000.00  0.0253 -0.348E-09      -2288.79  0.0287  0.323E-02       -463.43  0.2916  0.530E-01       -171.08  0.0542 -0.150E-01
        518.9900    -8000.01  0.0253 -0.318E-09      -3000.37  0.0275  0.154E-02       -465.30  0.2905  0.532E-01       -171.16  0.0542 -0.149E-01
        519.9900    -8000.02  0.0253 -0.318E-09      -4202.50  0.0265  0.619E-03       -467.16  0.2894  0.533E-01       -171.25  0.0542 -0.148E-01
        520.9900    -8000.01  0.0253 -0.314E-09      -7353.67  0.0257  0.668E-04       -469.09  0.2883  0.534E-01       -171.33  0.0541 -0.147E-01
        521.9900    -8000.01  0.0253 -0.312E-09      -7999.15  0.0256  0.192E-06       -471.32  0.2871  0.539E-01       -171.43  0.0541 -0.146E-01
        522.9900    -8000.02  0.0253 -0.308E-09      -8000.01  0.0256 -0.649E-08       -473.47  0.2859  0.544E-01       -171.53  0.0541 -0.145E-01
        523.9900    -8000.00  0.0253 -0.316E-09      -8000.02  0.0256 -0.601E-08       -475.41  0.2848  0.544E-01       -171.63  0.0540 -0.144E-01
        524.9900    -8000.00  0.0253 -0.309E-09      -8000.00  0.0256 -0.567E-08       -477.15  0.2838  0.540E-01       -171.74  0.0540 -0.142E-01
        525.9900    -8000.02  0.0253 -0.311E-09      -8000.01  0.0256 -0.546E-08       -478.92  0.2828  0.536E-01       -171.85  0.0540 -0.141E-01
        526.9900    -8000.01  0.0253 -0.310E-09      -8000.01  0.0256 -0.520E-08       -480.72  0.2817  0.534E-01       -171.97  0.0539 -0.140E-01
        527.9900    -8000.00  0.0253 -0.317E-09      -8000.00  0.0256 -0.518E-08       -482.27  0.2809  0.531E-01       -172.09  0.0539 -0.139E-01
        528.9900    -8000.01  0.0253 -0.317E-09      -8000.01  0.0256 -0.518E-08       -483.85  0.2800  0.526E-01       -172.21  0.0538 -0.137E-01
        529.9900    -8000.01  0.0253 -0.316E-09      -8000.00  0.0256 -0.522E-08       -485.32  0.2791  0.522E-01       -172.34  0.0538 -0.136E-01
        530.9900    -8000.02  0.0253 -0.314E-09      -8000.02  0.0256 -0.518E-08       -486.81  0.2783  0.518E-01       -172.47  0.0537 -0.135E-01
        531.9900    -7999.99  0.0253 -0.314E-09      -8000.03  0.0256 -0.514E-08       -488.10  0.2776  0.513E-01       -172.60  0.0537 -0.134E-01
        532.9900    -8000.02  0.0253 -0.311E-09      -8000.02  0.0256 -0.516E-08       -489.51  0.2768  0.509E-01       -172.74  0.0536 -0.132E-01
        533.9900    -8000.01  0.0253 -0.312E-09      -8000.03  0.0256 -0.522E-08       -490.61  0.2762  0.504E-01       -172.89  0.0536 -0.131E-01
        534.9900    -8000.02  0.0253 -0.314E-09      -8000.02  0.0256 -0.521E-08       -491.54  0.2757  0.496E-01       -173.03  0.0535 -0.130E-01
        535.9900    -8000.02  0.0253 -0.313E-09      -8000.03  0.0256 -0.519E-08       -492.54  0.2751  0.488E-01       -173.18  0.0535 -0.128E-01
        536.9900    -8000.00  0.0253 -0.312E-09      -8000.03  0.0256 -0.519E-08       -493.37  0.2747  0.482E-01       -173.33  0.0534 -0.127E-01
        537.9900    -8000.01  0.0253 -0.318E-09      -8000.02  0.0256 -0.517E-08       -494.17  0.2743  0.475E-01       -173.49  0.0534 -0.126E-01
        538.9900     -785.51  0.0436 -0.250E+00      -8000.02  0.0256 -0.190E-08       -494.74  0.2739  0.468E-01       -173.65  0.0533 -0.124E-01
        539.9900     -611.82  0.0537 -0.111E+00      -7997.79  0.0256  0.627E-06       -495.25  0.2737  0.458E-01       -173.81  0.0533 -0.123E-01
        540.9900     -723.21  0.0466 -0.264E-01      -7969.20  0.0256  0.651E-05       -495.98  0.2733  0.453E-01       -173.98  0.0532 -0.121E-01
        541.9900     -867.41  0.0406 -0.662E-02      -7902.90  0.0256  0.167E-04       -496.77  0.2728  0.450E-01       -174.14  0.0532 -0.120E-01
        542.9900    -1052.70  0.0362 -0.127E-02      -7807.08  0.0256  0.281E-04       -497.60  0.2724  0.448E-01       -174.31  0.0531 -0.119E-01
        543.9900    -1203.80  0.0338 -0.324E-03      -7215.10  0.0257  0.127E-03       -498.30  0.2720  0.445E-01       -174.49  0.0530 -0.117E-01
        544.9900    -1770.10  0.0295  0.791E-04      -7492.84  0.0256  0.592E-04       -499.19  0.2715  0.442E-01       -174.66  0.0530 -0.116E-01
        545.9900    -6063.98  0.0255  0.135E-05      -7926.15  0.0256  0.510E-05       -500.27  0.2709  0.443E-01       -174.84  0.0529 -0.114E-01
        546.9900    -8002.42  0.0253 -0.576E-09      -7998.60  0.0256  0.143E-06       -501.50  0.2703  0.445E-01       -175.02  0.0529 -0.113E-01
        547.9900    -8002.42  0.0253 -0.584E-09      -8000.01  0.0256 -0.674E-08       -502.91  0.2695  0.448E-01       -175.20  0.0528 -0.112E-01
        548.9900    -8002.41  0.0253 -0.588E-09      -8000.00  0.0256 -0.698E-08       -504.51  0.2686  0.453E-01       -175.39  0.0527 -0.110E-01
        549.9900    -8002.42  0.0253 -0.585E-09      -8000.00  0.0256 -0.697E-08       -506.18  0.2677  0.457E-01       -175.58  0.0527 -0.109E-01
        550.9900    -8002.40  0.0253 -0.576E-09      -8000.00  0.0256 -0.698E-08       -507.82  0.2668  0.461E-01       -175.77  0.0526 -0.107E-01
        551.9900    -8002.42  0.0253 -0.575E-09      -8000.00  0.0256 -0.698E-08       -509.26  0.2660  0.461E-01       -175.96  0.0525 -0.106E-01
        552.9900    -8002.41  0.0253 -0.578E-09      -8000.00  0.0256 -0.700E-08       -510.79  0.2652  0.461E-01       -176.15  0.0525 -0.105E-01
        553.9900    -8002.41  0.0253 -0.585E-09      -8000.00  0.0256 -0.700E-08       -512.16  0.2644  0.460E-01       -176.35  0.0524 -0.103E-01
        554.9900    -8002.41  0.0253 -0.582E-09      -8000.00  0.0256 -0.700E-08       -513.43  0.2637  0.458E-01       -176.54  0.0523 -0.102E-01
        555.9900    -8002.40  0.0253 -0.583E-09      -8000.00  0.0256 -0.700E-08       -514.49  0.2632  0.454E-01       -176.74  0.0523 -0.100E-01
        556.9900    -8002.43  0.0253 -0.583E-09      -8000.00  0.0256 -0.700E-08       -515.53  0.2626  0.450E-01       -176.94  0.0522 -0.989E-02
        557.9900    -8002.44  0.0253 -0.583E-09      -8000.00  0.0256 -0.700E-08       -516.53  0.2620  0.446E-01       -177.15  0.0521 -0.975E-02
        558.9900    -8002.41  0.0253 -0.583E-09      -8000.00  0.0256 -0.700E-08       -517.35  0.2616  0.442E-01       -177.35  0.0521 -0.961E-02
        559.9900    -8002.41  0.0253 -0.579E-09      -8000.00  0.0256 -0.700E-08       -518.32  0.2611  0.438E-01       -177.56  0.0520 -0.948E-02
        560.9900    -8002.41  0.0253 -0.580E-09      -8000.00  0.0256 -0.700E-08       -519.28  0.2605  0.435E-01       -177.76  0.0519 -0.934E-02
        561.9900    -8002.43  0.0253 -0.578E-09      -8000.00  0.0256 -0.700E-08       -520.26  0.2600  0.433E-01       -177.97  0.0518 -0.920E-02
        562.9900    -8002.41  0.0253 -0.584E-09      -8000.00  0.0256 -0.700E-08       -521.40  0.2594  0.432E-01       -178.18  0.0518 -0.906E-02
        563.9900    -8002.41  0.0253 -0.584E-09      -8000.00  0.0256 -0.700E-08       -522.64  0.2587  0.433E-01       -178.39  0.0517 -0.893E-02
        564.9900    -8002.41  0.0253 -0.578E-09      -8000.00  0.0256 -0.700E-08       -523.66  0.2581  0.432E-01       -178.60  0.0516 -0.879E-02
        565.9900    -1140.07  0.0347 -0.275E-01      -8000.00  0.0256 -0.700E-08       -524.63  0.2576  0.429E-01       -178.82  0.0515 -0.866E-02
        566.9900    -1512.09  0.0309 -0.429E-02      -8000.00  0.0256 -0.700E-08       -525.71  0.2570  0.427E-01       -179.03  0.0515 -0.852E-02
        567.9900     -978.66  0.0376 -0.147E+00      -8000.00  0.0256 -0.700E-08       -526.80  0.2564  0.426E-01       -179.24  0.0514 -0.839E-02
        568.9900     -733.43  0.0461 -0.533E-01      -8000.00  0.0256 -0.700E-08       -527.88  0.2558  0.425E-01       -179.46  0.0513 -0.826E-02
        569.9900     -936.71  0.0388 -0.850E-02      -8000.00  0.0256 -0.700E-08       -528.98  0.2552  0.424E-01       -179.68  0.0512 -0.813E-02
        570.9900    -1160.11  0.0345 -0.210E-02      -8000.00  0.0256 -0.700E-08       -529.89  0.2547  0.422E-01       -179.89  0.0512 -0.800E-02
        571.9900    -1669.85  0.0300 -0.523E-03      -8000.00  0.0256 -0.700E-08       -530.85  0.2542  0.419E-01       -180.11  0.0511 -0.787E-02
        572.9900    -3114.84  0.0267 -0.342E-04      -8000.00  0.0256 -0.700E-08       -531.74  0.2537  0.417E-01       -180.33  0.0510 -0.774E-02
        573.9900    -6750.27  0.0254 -0.385E-06      -8000.00  0.0256 -0.700E-08       -532.48  0.2533  0.414E-01       -180.55  0.0509 -0.761E-02
        574.9900    -1610.68  0.0303 -0.130E-01      -8000.00  0.0256 -0.700E-08       -533.33  0.2529  0.410E-01       -180.77  0.0509 -0.749E-02
        575.9900    -1600.17  0.0304 -0.489E-02      -8000.00  0.0256 -0.700E-08       -534.03  0.2525  0.407E-01       -180.99  0.0508 -0.736E-02
        576.9900    -1804.91  0.0293 -0.209E-02      -8000.00  0.0256 -0.700E-08       -534.56  0.2522  0.403E-01       -181.21  0.0507 -0.724E-02
        577.9900    -5256.84  0.0257 -0.210E-04      -8000.00  0.0256 -0.700E-08       -535.34  0.2518  0.399E-01       -181.43  0.0506 -0.712E-02
        578.9900    -8004.78  0.0253  0.992E-09      -8000.00  0.0256 -0.700E-08       -536.32  0.2512  0.399E-01       -181.65  0.0506 -0.700E-02
        579.9900    -8004.77  0.0253  0.989E-09      -8000.00  0.0256 -0.700E-08       -537.39  0.2506  0.400E-01       -181.86  0.0505 -0.688E-02
        580.9900    -8004.78  0.0253  0.986E-09      -8000.00  0.0256 -0.700E-08       -538.67  0.2499  0.401E-01       -182.08  0.0504 -0.676E-02
        581.9900    -8004.78  0.0253  0.989E-09      -8000.00  0.0256 -0.700E-08       -539.88  0.2493  0.403E-01       -182.30  0.0503 -0.665E-02
        582.9900    -8004.77  0.0253  0.989E-09      -8000.00  0.0256 -0.700E-08       -541.07  0.2486  0.403E-01       -182.52  0.0503 -0.653E-02
        583.9900    -8004.78  0.0253  0.982E-09      -8000.00  0.0256 -0.700E-08       -542.57  0.2478  0.404E-01       -182.74  0.0502 -0.642E-02
        584.9900    -8004.76  0.0253  0.982E-09      -8000.00  0.0256 -0.700E-08       -544.10  0.2470  0.406E-01       -182.95  0.0501 -0.631E-02
        585.9900    -8004.77  0.0253  0.982E-09      -8000.00  0.0256 -0.700E-08       -545.42  0.2463  0.407E-01       -183.17  0.0500 -0.620E-02
        586.9900    -8004.78  0.0253  0.995E-09      -8000.00  0.0256 -0.700E-08       -546.67  0.2456  0.407E-01       -183.39  0.0500 -0.609E-02
        587.9900    -8004.78  0.0253  0.995E-09      -8000.00  0.0256 -0.696E-08       -547.92  0.2450  0.405E-01       -183.60  0.0499 -0.599E-02
        588.9900    -8004.77  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -548.94  0.2445  0.403E-01       -183.81  0.0498 -0.588E-02
        589.9900    -8004.78  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -550.06  0.2439  0.401E-01       -184.02  0.0497 -0.578E-02
        590.9900    -8004.77  0.0253  0.101E-08      -8000.00  0.0256 -0.696E-08       -551.25  0.2434  0.399E-01       -184.23  0.0497 -0.568E-02
        591.9900    -8004.77  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -552.64  0.2427  0.398E-01       -184.44  0.0496 -0.558E-02
        592.9900    -8004.78  0.0253  0.997E-09      -8000.00  0.0256 -0.696E-08       -553.90  0.2421  0.399E-01       -184.65  0.0495 -0.549E-02
        593.9900    -8004.77  0.0253  0.101E-08      -8000.00  0.0256 -0.696E-08       -555.37  0.2414  0.399E-01       -184.86  0.0495 -0.539E-02
        594.9900    -8004.76  0.0253  0.999E-09      -8000.00  0.0256 -0.696E-08       -556.77  0.2407  0.399E-01       -185.06  0.0494 -0.530E-02
        595.9900    -8004.76  0.0253  0.101E-08      -8000.00  0.0256 -0.696E-08       -558.08  0.2400  0.398E-01       -185.26  0.0493 -0.521E-02
        596.9900    -8004.77  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -559.23  0.2395  0.397E-01       -185.46  0.0492 -0.512E-02
        597.9900    -8004.77  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -560.34  0.2389  0.395E-01       -185.66  0.0492 -0.504E-02
        598.9900    -8004.76  0.0253  0.101E-08      -8000.00  0.0256 -0.696E-08       -561.33  0.2385  0.392E-01       -185.85  0.0491 -0.495E-02
        599.9900    -8004.77  0.0253  0.100E-08      -8000.00  0.0256 -0.696E-08       -562.31  0.2380  0.390E-01       -186.05  0.0490 -0.487E-02
        600.9900    -8004.77  0.0253  0.102E-08      -8000.01  0.0256 -0.696E-08       -563.35  0.2375  0.387E-01       -186.24  0.0490 -0.479E-02
        601.9900    -8004.77  0.0253  0.103E-08      -8000.01  0.0256 -0.696E-08       -564.16  0.2371  0.385E-01       -186.42  0.0489 -0.471E-02
        602.9900    -8004.79  0.0253  0.103E-08      -8000.01  0.0256 -0.696E-08       -565.05  0.2366  0.382E-01       -186.61  0.0488 -0.464E-02
        603.9900    -8004.78  0.0253  0.102E-08      -8000.01  0.0256 -0.696E-08       -565.98  0.2362  0.380E-01       -186.79  0.0488 -0.457E-02
        604.9900    -8004.76  0.0253  0.102E-08      -8000.01  0.0256 -0.696E-08       -566.61  0.2359  0.378E-01       -186.97  0.0487 -0.450E-02
        605.9900    -8004.77  0.0253  0.103E-08      -8000.01  0.0256 -0.696E-08       -567.29  0.2356  0.374E-01       -187.15  0.0487 -0.443E-02
        606.9900    -8004.77  0.0253  0.103E-08      -8000.01  0.0256 -0.696E-08       -567.99  0.2352  0.371E-01       -187.32  0.0486 -0.436E-02
        607.9900    -8004.78  0.0253  0.102E-08      -8000.01  0.0256 -0.696E-08       -568.86  0.2348  0.369E-01       -187.49  0.0485 -0.430E-02
        608.9900     -413.58  0.0813 -0.128E+01      -8000.01  0.0256 -0.696E-08       -569.60  0.2344  0.367E-01       -187.65  0.0485 -0.423E-02
        609.9900     -485.61  0.0676 -0.155E+00      -2100.08  0.0292 -0.386E-01       -570.19  0.2341  0.366E-01       -187.82  0.0484 -0.417E-02
        610.9900     -566.99  0.0579 -0.429E-01       -851.57  0.0408 -0.831E-01       -570.71  0.2339  0.363E-01       -187.98  0.0484 -0.411E-02
        611.9900     -574.01  0.0572 -0.845E-01       -806.88  0.0421 -0.613E-01       -570.95  0.2338  0.359E-01       -188.14  0.0483 -0.406E-02
        612.9900     -493.22  0.0666 -0.278E+00       -788.23  0.0427 -0.606E-01       -571.15  0.2337  0.355E-01       -188.29  0.0483 -0.400E-02
        613.9900     -398.20  0.0848 -0.662E+00       -618.48  0.0502 -0.221E+00       -571.15  0.2337  0.350E-01       -188.44  0.0482 -0.395E-02
        614.9900     -453.56  0.0732 -0.114E+00       -535.72  0.0561 -0.219E+00       -571.31  0.2336  0.345E-01       -188.58  0.0482 -0.390E-02
        615.9900     -501.14  0.0656 -0.528E-01       -556.58  0.0544 -0.121E+00       -571.42  0.2335  0.341E-01       -188.73  0.0481 -0.385E-02
        616.9900     -469.58  0.0704 -0.220E+00       -563.15  0.0539 -0.105E+00       -571.38  0.2336  0.337E-01       -188.87  0.0481 -0.381E-02
        617.9900     -514.47  0.0639 -0.431E-01       -567.83  0.0536 -0.891E-01       -571.54  0.2335  0.333E-01       -189.00  0.0480 -0.376E-02
        618.9900     -580.01  0.0567 -0.202E-02       -597.62  0.0515 -0.446E-01       -571.69  0.2334  0.329E-01       -189.14  0.0480 -0.372E-02
        619.9900     -629.41  0.0524  0.818E-02       -624.62  0.0498 -0.258E-01       -571.57  0.2335  0.322E-01       -189.27  0.0479 -0.367E-02
        620.9900     -676.81  0.0492  0.961E-02       -652.44  0.0484 -0.126E-01       -571.16  0.2337  0.312E-01       -189.39  0.0479 -0.363E-02
        621.9900     -746.80  0.0454  0.957E-02       -687.93  0.0465 -0.206E-02       -570.51  0.2340  0.298E-01       -189.52  0.0478 -0.359E-02
        622.9900     -826.79  0.0421  0.819E-02       -731.72  0.0448  0.354E-02       -569.63  0.2344  0.285E-01       -189.64  0.0478 -0.356E-02
        623.9900     -942.24  0.0386  0.664E-02       -781.45  0.0429  0.832E-02       -568.66  0.2349  0.273E-01       -189.75  0.0478 -0.352E-02
        624.9900    -1149.66  0.0346  0.430E-02       -849.68  0.0408  0.942E-02       -567.77  0.2353  0.264E-01       -189.87  0.0477 -0.348E-02
        625.9900    -1463.47  0.0313  0.208E-02       -921.06  0.0391  0.998E-02       -566.96  0.2357  0.259E-01       -189.98  0.0477 -0.345E-02
        626.9900    -2089.63  0.0284  0.650E-03       -995.94  0.0375  0.989E-02       -566.31  0.2360  0.257E-01       -190.09  0.0476 -0.342E-02
        627.9900    -2636.11  0.0272  0.293E-03      -1026.26  0.0370  0.927E-02       -565.64  0.2364  0.255E-01       -190.19  0.0476 -0.338E-02
        628.9900    -4262.17  0.0260  0.516E-04      -1068.39  0.0363  0.878E-02       -565.12  0.2366  0.254E-01       -190.29  0.0476 -0.335E-02
        629.9900    -7938.38  0.0253  0.822E-07      -1153.41  0.0351  0.792E-02       -564.79  0.2368  0.254E-01       -190.39  0.0475 -0.332E-02
        630.9900    -8000.07  0.0253 -0.765E-09      -1224.81  0.0342  0.724E-02       -564.54  0.2369  0.255E-01       -190.49  0.0475 -0.329E-02
        631.9900    -8000.07  0.0253 -0.769E-09      -1323.88  0.0332  0.616E-02       -564.45  0.2369  0.256E-01       -190.59  0.0475 -0.326E-02
        632.9900    -8000.08  0.0253 -0.769E-09      -1427.10  0.0324  0.536E-02       -564.43  0.2369  0.258E-01       -190.68  0.0474 -0.323E-02
        633.9900    -8000.07  0.0253 -0.769E-09      -1515.68  0.0317  0.470E-02       -564.47  0.2369  0.260E-01       -190.77  0.0474 -0.321E-02
        634.9900    -8000.08  0.0253 -0.767E-09      -1631.54  0.0310  0.399E-02       -564.58  0.2369  0.261E-01       -190.86  0.0474 -0.318E-02
        635.9900    -8000.07  0.0253 -0.763E-09      -1759.12  0.0304  0.334E-02       -564.75  0.2368  0.263E-01       -190.95  0.0473 -0.315E-02
        636.9900    -8000.08  0.0253 -0.763E-09      -1830.81  0.0301  0.310E-02       -564.88  0.2367  0.264E-01       -191.03  0.0473 -0.313E-02
        637.9900    -8000.08  0.0253 -0.763E-09      -1908.28  0.0298  0.286E-02       -565.04  0.2367  0.265E-01       -191.11  0.0473 -0.310E-02
        638.9900    -8000.07  0.0253 -0.763E-09      -2176.89  0.0289  0.198E-02       -565.33  0.2365  0.265E-01       -191.20  0.0473 -0.308E-02
        639.9900    -8000.08  0.0253 -0.763E-09      -2616.86  0.0280  0.120E-02       -565.70  0.2363  0.267E-01       -191.27  0.0472 -0.305E-02
        640.9900    -8000.06  0.0253 -0.763E-09      -3219.91  0.0272  0.640E-03       -566.12  0.2361  0.269E-01       -191.35  0.0472 -0.303E-02
        641.9900    -8000.08  0.0253 -0.763E-09      -4133.00  0.0265  0.293E-03       -566.57  0.2359  0.271E-01       -191.43  0.0472 -0.300E-02
        642.9900    -8000.06  0.0253 -0.763E-09      -4422.69  0.0264  0.247E-03       -566.90  0.2357  0.272E-01       -191.50  0.0472 -0.298E-02
        643.9900    -8000.08  0.0253 -0.763E-09      -4904.86  0.0262  0.189E-03       -567.23  0.2356  0.272E-01       -191.58  0.0471 -0.296E-02
        644.9900    -8000.06  0.0253 -0.763E-09      -6469.41  0.0258  0.546E-04       -567.67  0.2354  0.272E-01       -191.65  0.0471 -0.293E-02
        645.9900    -8000.07  0.0253 -0.763E-09      -7522.48  0.0256  0.131E-04       -568.10  0.2352  0.273E-01       -191.72  0.0471 -0.291E-02
        646.9900    -8000.08  0.0253 -0.763E-09      -7802.34  0.0256  0.502E-05       -568.49  0.2350  0.274E-01       -191.79  0.0471 -0.289E-02
        647.9900    -8000.07  0.0253 -0.763E-09      -7918.13  0.0256  0.196E-05       -568.87  0.2348  0.274E-01       -191.86  0.0470 -0.287E-02
        648.9900    -8000.08  0.0253 -0.763E-09      -7964.97  0.0256  0.108E-05       -569.21  0.2346  0.274E-01       -191.93  0.0470 -0.285E-02
        649.9900    -8000.08  0.0253 -0.763E-09      -7969.02  0.0256  0.110E-05       -569.46  0.2345  0.273E-01       -192.00  0.0470 -0.283E-02
        650.9900    -8000.08  0.0253 -0.763E-09      -7943.32  0.0256  0.266E-05       -569.60  0.2344  0.271E-01       -192.07  0.0470 -0.281E-02
        651.9900    -8000.08  0.0253 -0.763E-09      -7914.58  0.0256  0.662E-05       -569.76  0.2344  0.269E-01       -192.14  0.0470 -0.279E-02
        652.9900    -8000.06  0.0253 -0.763E-09      -7903.07  0.0256  0.856E-05       -569.98  0.2342  0.268E-01       -192.21  0.0470 -0.277E-02
        653.9900    -8000.06  0.0253 -0.763E-09      -7511.16  0.0256  0.621E-04       -570.03  0.2342  0.267E-01       -192.28  0.0469 -0.275E-02
        654.9900     -735.32  0.0460 -0.286E+00      -5673.06  0.0260  0.356E-03       -570.05  0.2342  0.264E-01       -192.35  0.0469 -0.273E-02
        655.9900     -444.25  0.0748 -0.591E+00      -3765.01  0.0268  0.112E-02       -570.00  0.2342  0.262E-01       -192.42  0.0469 -0.271E-02
        656.9900     -483.65  0.0680 -0.168E+00      -1136.61  0.0353 -0.805E-01       -569.92  0.2343  0.259E-01       -192.49  0.0469 -0.270E-02
        657.9900     -521.96  0.0629 -0.836E-01       -718.97  0.0453 -0.104E+00       -569.80  0.2343  0.256E-01       -192.56  0.0469 -0.268E-02
        658.9900     -551.01  0.0594 -0.519E-01       -673.51  0.0473 -0.758E-01       -569.66  0.2344  0.254E-01       -192.63  0.0469 -0.266E-02
        659.9900     -585.17  0.0562 -0.270E-01       -669.48  0.0475 -0.520E-01       -569.58  0.2344  0.251E-01       -192.70  0.0468 -0.264E-02
        660.9900     -620.14  0.0531 -0.137E-01       -678.25  0.0470 -0.347E-01       -569.53  0.2345  0.249E-01       -192.77  0.0468 -0.262E-02
        661.9900     -651.10  0.0509 -0.673E-02       -686.44  0.0466 -0.242E-01       -569.44  0.2345  0.247E-01       -192.84  0.0468 -0.260E-02
        662.9900     -675.28  0.0493 -0.317E-02       -696.37  0.0462 -0.168E-01       -569.29  0.2346  0.244E-01       -192.91  0.0468 -0.258E-02
        663.9900     -698.90  0.0478 -0.314E-03       -705.53  0.0458 -0.113E-01       -569.04  0.2347  0.240E-01       -192.98  0.0468 -0.256E-02
        664.9900     -726.42  0.0464  0.124E-02       -716.83  0.0453 -0.669E-02       -568.68  0.2349  0.234E-01       -193.05  0.0468 -0.255E-02
        665.9900     -757.58  0.0449  0.312E-02       -731.09  0.0448 -0.285E-02       -568.21  0.2351  0.228E-01       -193.12  0.0467 -0.253E-02
        666.9900     -784.92  0.0436  0.504E-02       -740.37  0.0444 -0.635E-03       -567.62  0.2354  0.221E-01       -193.19  0.0467 -0.251E-02
        667.9900     -808.44  0.0428  0.523E-02       -747.58  0.0441  0.104E-02       -566.93  0.2357  0.214E-01       -193.27  0.0467 -0.249E-02
        668.9900     -831.09  0.0420  0.536E-02       -755.48  0.0438  0.268E-02       -566.20  0.2361  0.208E-01       -193.34  0.0467 -0.248E-02
        669.9900     -867.96  0.0406  0.591E-02       -770.29  0.0432  0.503E-02       -565.48  0.2364  0.203E-01       -193.41  0.0467 -0.246E-02
        670.9900     -881.07  0.0402  0.585E-02       -773.76  0.0431  0.535E-02       -564.71  0.2368  0.198E-01       -193.48  0.0467 -0.244E-02
        671.9900     -890.38  0.0400  0.591E-02       -775.61  0.0430  0.571E-02       -563.93  0.2372  0.194E-01       -193.55  0.0466 -0.242E-02
        672.9900     -893.35  0.0399  0.593E-02       -775.06  0.0430  0.587E-02       -563.15  0.2376  0.190E-01       -193.62  0.0466 -0.240E-02
        673.9900     -893.30  0.0399  0.544E-02       -774.10  0.0431  0.608E-02       -562.37  0.2380  0.186E-01       -193.69  0.0466 -0.239E-02
        674.9900     -855.52  0.0411 -0.288E-02       -773.01  0.0431  0.626E-02       -561.60  0.2383  0.182E-01       -193.76  0.0466 -0.237E-02
        675.9900     -624.42  0.0528 -0.171E+00       -771.13  0.0432  0.597E-02       -560.85  0.2387  0.179E-01       -193.83  0.0466 -0.235E-02
        676.9900     -580.91  0.0566 -0.743E-01       -753.49  0.0439 -0.856E-02       -560.15  0.2390  0.176E-01       -193.90  0.0466 -0.234E-02
        677.9900     -549.07  0.0596 -0.136E+00       -707.33  0.0457 -0.251E-01       -559.50  0.2394  0.174E-01       -193.97  0.0465 -0.232E-02
        678.9900     -438.20  0.0758 -0.455E+00       -635.60  0.0493 -0.867E-01       -558.85  0.2397  0.172E-01       -194.04  0.0465 -0.230E-02
        679.9900     -410.71  0.0819 -0.404E+00       -517.43  0.0578 -0.232E+00       -558.21  0.2400  0.170E-01       -194.12  0.0465 -0.229E-02
