 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:53
 Units: L = cm   , T = days , M = mmol 



                               Node( 21)                      Node( 51)                      Node(151)                      Node(451)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
        680.9900     -437.89  0.0759 -0.132E+00       -481.55  0.0613 -0.194E+00       -557.56  0.2403  0.167E-01       -194.19  0.0465 -0.227E-02
        681.9900     -458.56  0.0723 -0.846E-01       -483.16  0.0611 -0.131E+00       -556.74  0.2407  0.159E-01       -194.26  0.0465 -0.225E-02
        682.9900     -483.99  0.0679 -0.314E-01       -495.00  0.0599 -0.873E-01       -555.33  0.2414  0.137E-01       -194.33  0.0465 -0.224E-02
        683.9900     -483.06  0.0681 -0.796E-01       -501.70  0.0592 -0.719E-01       -552.64  0.2427  0.956E-02       -194.40  0.0464 -0.222E-02
        684.9900     -471.58  0.0701 -0.112E+00       -499.49  0.0595 -0.808E-01       -548.64  0.2446  0.419E-02       -194.47  0.0464 -0.221E-02
        685.9900     -431.76  0.0770 -0.272E+00       -484.91  0.0608 -0.125E+00       -544.04  0.2470 -0.733E-03       -194.54  0.0464 -0.219E-02
        686.9900     -363.27  0.0947 -0.734E+00       -430.99  0.0675 -0.366E+00       -539.33  0.2496 -0.490E-02       -194.61  0.0464 -0.217E-02
        687.9900     -352.48  0.0981 -0.586E+00       -388.16  0.0744 -0.476E+00       -534.17  0.2524 -0.986E-02       -194.68  0.0464 -0.216E-02
        688.9900     -359.28  0.0959 -0.398E+00       -377.73  0.0765 -0.408E+00       -527.00  0.2563 -0.213E-01       -194.75  0.0464 -0.214E-02
        689.9900     -375.96  0.0908 -0.207E+00       -382.17  0.0756 -0.290E+00       -513.82  0.2635 -0.482E-01       -194.82  0.0463 -0.213E-02
        690.9900     -396.72  0.0852 -0.987E-01       -394.13  0.0735 -0.196E+00       -494.92  0.2738 -0.814E-01       -194.89  0.0463 -0.211E-02
        691.9900     -413.74  0.0812 -0.651E-01       -406.64  0.0715 -0.140E+00       -476.40  0.2842 -0.103E+00       -194.96  0.0463 -0.210E-02
        692.9900     -426.78  0.0782 -0.459E-01       -417.14  0.0698 -0.107E+00       -462.12  0.2923 -0.111E+00       -195.03  0.0463 -0.208E-02
        693.9900     -438.66  0.0758 -0.313E-01       -426.23  0.0683 -0.826E-01       -452.10  0.2980 -0.110E+00       -195.10  0.0463 -0.207E-02
        694.9900     -448.81  0.0740 -0.274E-01       -434.77  0.0670 -0.636E-01       -445.05  0.3020 -0.104E+00       -195.17  0.0463 -0.205E-02
        695.9900     -459.47  0.0722 -0.202E-01       -443.49  0.0659 -0.517E-01       -440.22  0.3048 -0.962E-01       -195.24  0.0462 -0.204E-02
        696.9900     -462.88  0.0716 -0.331E-01       -449.37  0.0652 -0.487E-01       -436.96  0.3066 -0.882E-01       -195.31  0.0462 -0.202E-02
        697.9900     -445.85  0.0745 -0.119E+00       -449.98  0.0651 -0.684E-01       -434.75  0.3079 -0.807E-01       -195.38  0.0462 -0.201E-02
        698.9900     -447.07  0.0743 -0.727E-01       -446.28  0.0656 -0.795E-01       -433.21  0.3088 -0.743E-01       -195.45  0.0462 -0.199E-02
        699.9900     -435.99  0.0762 -0.129E+00       -443.80  0.0659 -0.909E-01       -431.83  0.3095 -0.701E-01       -195.52  0.0462 -0.198E-02
        700.9900     -440.40  0.0755 -0.765E-01       -440.59  0.0663 -0.913E-01       -430.35  0.3103 -0.677E-01       -195.59  0.0462 -0.196E-02
        701.9900     -452.23  0.0734 -0.381E-01       -443.64  0.0659 -0.717E-01       -428.65  0.3113 -0.667E-01       -195.66  0.0461 -0.195E-02
        702.9900     -469.15  0.0705 -0.143E-01       -453.02  0.0647 -0.468E-01       -427.01  0.3122 -0.653E-01       -195.72  0.0461 -0.193E-02
        703.9900     -487.34  0.0674  0.495E-02       -463.92  0.0634 -0.276E-01       -425.81  0.3128 -0.622E-01       -195.79  0.0461 -0.192E-02
        704.9900     -511.74  0.0643  0.168E-01       -477.69  0.0617 -0.737E-02       -425.34  0.3131 -0.572E-01       -195.86  0.0461 -0.191E-02
        705.9900     -524.87  0.0626  0.156E-01       -487.77  0.0605  0.135E-02       -425.48  0.3130 -0.516E-01       -195.93  0.0461 -0.189E-02
        706.9900     -527.46  0.0622  0.835E-02       -492.97  0.0601  0.691E-04       -425.98  0.3128 -0.464E-01       -196.00  0.0461 -0.188E-02
        707.9900     -526.91  0.0623  0.175E-02       -496.23  0.0598 -0.234E-02       -426.70  0.3124 -0.418E-01       -196.07  0.0461 -0.186E-02
        708.9900     -531.82  0.0617  0.399E-02       -500.82  0.0593 -0.185E-02       -427.60  0.3119 -0.377E-01       -196.13  0.0460 -0.185E-02
        709.9900     -482.04  0.0682 -0.145E+00       -499.06  0.0595 -0.204E-01       -428.54  0.3113 -0.341E-01       -196.20  0.0460 -0.184E-02
        710.9900     -406.33  0.0829 -0.435E+00       -467.00  0.0630 -0.151E+00       -429.46  0.3108 -0.313E-01       -196.27  0.0460 -0.182E-02
        711.9900     -353.92  0.0976 -0.736E+00       -404.92  0.0717 -0.425E+00       -430.10  0.3105 -0.305E-01       -196.34  0.0460 -0.181E-02
        712.9900     -382.81  0.0886 -0.157E+00       -390.83  0.0740 -0.281E+00       -428.86  0.3112 -0.393E-01       -196.41  0.0460 -0.180E-02
        713.9900     -383.44  0.0884 -0.246E+00       -394.25  0.0735 -0.233E+00       -423.10  0.3143 -0.628E-01       -196.47  0.0460 -0.178E-02
        714.9900     -401.59  0.0840 -0.966E-01       -398.27  0.0728 -0.171E+00       -414.83  0.3189 -0.837E-01       -196.54  0.0459 -0.177E-02
        715.9900     -414.49  0.0810 -0.712E-01       -406.44  0.0715 -0.124E+00       -407.07  0.3232 -0.949E-01       -196.61  0.0459 -0.176E-02
        716.9900     -410.85  0.0819 -0.139E+00       -410.02  0.0709 -0.124E+00       -401.02  0.3265 -0.975E-01       -196.67  0.0459 -0.174E-02
        717.9900     -422.02  0.0793 -0.557E-01       -412.52  0.0705 -0.105E+00       -396.61  0.3289 -0.961E-01       -196.74  0.0459 -0.173E-02
        718.9900     -430.77  0.0772 -0.434E-01       -418.16  0.0696 -0.802E-01       -393.22  0.3308 -0.938E-01       -196.81  0.0459 -0.172E-02
        719.9900     -384.69  0.0880 -0.398E+00       -409.26  0.0710 -0.190E+00       -390.69  0.3322 -0.901E-01       -196.87  0.0459 -0.171E-02
        720.9900     -395.64  0.0854 -0.144E+00       -397.35  0.0730 -0.184E+00       -388.47  0.3334 -0.892E-01       -196.94  0.0458 -0.169E-02
        721.9900     -407.87  0.0826 -0.912E-01       -401.36  0.0723 -0.132E+00       -385.15  0.3352 -0.948E-01       -197.00  0.0458 -0.168E-02
        722.9900     -421.58  0.0794 -0.445E-01       -408.45  0.0712 -0.931E-01       -381.73  0.3369 -0.969E-01       -197.07  0.0458 -0.167E-02
        723.9900     -423.88  0.0789 -0.715E-01       -413.15  0.0704 -0.823E-01       -379.07  0.3383 -0.951E-01       -197.14  0.0458 -0.166E-02
        724.9900     -341.49  0.1016 -0.867E+00       -380.95  0.0758 -0.421E+00       -377.24  0.3392 -0.913E-01       -197.20  0.0458 -0.165E-02
        725.9900     -367.97  0.0932 -0.187E+00       -367.82  0.0786 -0.301E+00       -374.21  0.3407 -0.101E+00       -197.27  0.0458 -0.163E-02
        726.9900     -389.44  0.0869 -0.698E-01       -378.63  0.0763 -0.168E+00       -367.15  0.3442 -0.124E+00       -197.33  0.0458 -0.162E-02
        727.9900     -406.13  0.0830 -0.422E-01       -389.77  0.0742 -0.993E-01       -361.04  0.3473 -0.128E+00       -197.40  0.0457 -0.161E-02
        728.9900     -416.54  0.0806 -0.321E-01       -397.88  0.0729 -0.732E-01       -357.55  0.3490 -0.122E+00       -197.46  0.0457 -0.160E-02
        729.9900     -427.49  0.0780 -0.146E-01       -405.70  0.0716 -0.513E-01       -356.06  0.3498 -0.111E+00       -197.52  0.0457 -0.159E-02
        730.0000     -427.60  0.0780 -0.144E-01       -405.78  0.0716 -0.511E-01       -356.05  0.3498 -0.111E+00       -197.52  0.0457 -0.159E-02
        730.9900     -436.11  0.0762 -0.810E-02       -412.27  0.0705 -0.374E-01       -355.88  0.3499 -0.101E+00       -197.59  0.0457 -0.157E-02
        731.9900     -439.48  0.0756 -0.174E-01       -416.69  0.0698 -0.337E-01       -356.32  0.3496 -0.918E-01       -197.65  0.0457 -0.156E-02
        732.9900     -444.21  0.0748 -0.120E-01       -420.56  0.0692 -0.298E-01       -357.15  0.3492 -0.839E-01       -197.72  0.0457 -0.155E-02
        733.9900     -450.37  0.0737 -0.634E-02       -425.06  0.0685 -0.228E-01       -358.23  0.3487 -0.771E-01       -197.78  0.0457 -0.154E-02
        734.9900     -453.77  0.0731 -0.764E-02       -428.48  0.0679 -0.204E-01       -359.42  0.3481 -0.711E-01       -197.84  0.0456 -0.153E-02
        735.9900     -457.27  0.0725 -0.651E-02       -431.66  0.0674 -0.181E-01       -360.70  0.3474 -0.660E-01       -197.90  0.0456 -0.152E-02
        736.9900     -461.45  0.0718 -0.433E-02       -435.11  0.0669 -0.151E-01       -362.03  0.3468 -0.613E-01       -197.97  0.0456 -0.151E-02
        737.9900     -442.40  0.0751 -0.974E-01       -434.26  0.0670 -0.383E-01       -363.37  0.3461 -0.572E-01       -198.03  0.0456 -0.150E-02
        738.9900     -445.40  0.0746 -0.353E-01       -430.63  0.0676 -0.485E-01       -364.58  0.3455 -0.544E-01       -198.09  0.0456 -0.149E-02
        739.9900     -450.91  0.0736 -0.237E-01       -431.98  0.0674 -0.375E-01       -365.43  0.3451 -0.534E-01       -198.15  0.0456 -0.148E-02
        740.9900     -429.85  0.0775 -0.134E+00       -429.69  0.0677 -0.642E-01       -366.02  0.3448 -0.526E-01       -198.22  0.0456 -0.146E-02
        741.9900     -425.56  0.0785 -0.104E+00       -423.08  0.0688 -0.862E-01       -366.43  0.3446 -0.524E-01       -198.28  0.0455 -0.145E-02
        742.9900     -400.96  0.0842 -0.258E+00       -413.55  0.0703 -0.141E+00       -366.38  0.3446 -0.541E-01       -198.34  0.0455 -0.144E-02
        743.9900     -413.20  0.0813 -0.803E-01       -407.00  0.0714 -0.123E+00       -365.57  0.3450 -0.586E-01       -198.40  0.0455 -0.143E-02
        744.9900     -424.31  0.0788 -0.439E-01       -410.74  0.0708 -0.842E-01       -363.86  0.3459 -0.645E-01       -198.46  0.0455 -0.142E-02
        745.9900     -432.95  0.0767 -0.260E-01       -415.35  0.0700 -0.612E-01       -362.16  0.3467 -0.672E-01       -198.52  0.0455 -0.141E-02
        746.9900     -439.65  0.0756 -0.206E-01       -419.71  0.0693 -0.467E-01       -361.02  0.3473 -0.665E-01       -198.58  0.0455 -0.140E-02
        747.9900     -445.02  0.0747 -0.164E-01       -423.53  0.0687 -0.374E-01       -360.49  0.3475 -0.641E-01       -198.64  0.0455 -0.139E-02
        748.9900     -450.48  0.0737 -0.971E-02       -427.11  0.0681 -0.296E-01       -360.40  0.3476 -0.610E-01       -198.70  0.0454 -0.138E-02
        749.9900     -455.07  0.0729 -0.858E-02       -430.69  0.0676 -0.233E-01       -360.60  0.3475 -0.576E-01       -198.76  0.0454 -0.137E-02
        750.9900     -461.59  0.0718 -0.224E-02       -435.10  0.0669 -0.157E-01       -361.15  0.3472 -0.540E-01       -198.82  0.0454 -0.136E-02
        751.9900     -466.25  0.0710 -0.152E-02       -438.86  0.0665 -0.119E-01       -361.95  0.3468 -0.502E-01       -198.88  0.0454 -0.135E-02
        752.9900     -469.41  0.0704 -0.187E-02       -441.83  0.0661 -0.103E-01       -362.92  0.3463 -0.467E-01       -198.94  0.0454 -0.134E-02
        753.9900     -467.69  0.0707 -0.162E-01       -443.36  0.0659 -0.133E-01       -363.96  0.3458 -0.437E-01       -198.99  0.0454 -0.133E-02
        754.9900     -464.67  0.0713 -0.253E-01       -443.54  0.0659 -0.192E-01       -365.00  0.3453 -0.412E-01       -199.05  0.0454 -0.132E-02
        755.9900     -465.50  0.0711 -0.175E-01       -443.64  0.0659 -0.212E-01       -365.97  0.3448 -0.395E-01       -199.11  0.0453 -0.132E-02
        756.9900     -429.75  0.0775 -0.183E+00       -437.95  0.0666 -0.627E-01       -366.84  0.3444 -0.382E-01       -199.17  0.0453 -0.131E-02
        757.9900     -425.43  0.0785 -0.112E+00       -426.69  0.0682 -0.948E-01       -367.46  0.3441 -0.384E-01       -199.23  0.0453 -0.130E-02
        758.9900     -437.76  0.0759 -0.383E-01       -425.92  0.0683 -0.704E-01       -367.41  0.3441 -0.413E-01       -199.28  0.0453 -0.129E-02
        759.9900     -379.72  0.0896 -0.480E+00       -411.26  0.0707 -0.202E+00       -366.80  0.3444 -0.448E-01       -199.34  0.0453 -0.128E-02
        760.9900     -382.79  0.0886 -0.223E+00       -390.96  0.0740 -0.222E+00       -365.51  0.3450 -0.513E-01       -199.40  0.0453 -0.127E-02
        761.9900     -337.10  0.1034 -0.769E+00       -364.83  0.0792 -0.487E+00       -362.11  0.3467 -0.664E-01       -199.45  0.0453 -0.126E-02
        762.9900     -362.64  0.0949 -0.191E+00       -360.01  0.0803 -0.305E+00       -355.44  0.3501 -0.952E-01       -199.51  0.0452 -0.125E-02
        763.9900     -381.56  0.0890 -0.973E-01       -370.77  0.0780 -0.176E+00       -346.18  0.3547 -0.121E+00       -199.56  0.0452 -0.124E-02
        764.9900     -397.71  0.0850 -0.453E-01       -380.45  0.0759 -0.105E+00       -339.63  0.3577 -0.122E+00       -199.62  0.0452 -0.123E-02
        765.9900     -410.33  0.0820 -0.239E-01       -389.09  0.0743 -0.646E-01       -336.21  0.3592 -0.113E+00       -199.67  0.0452 -0.123E-02
        766.9900     -418.89  0.0800 -0.165E-01       -395.69  0.0732 -0.463E-01       -334.74  0.3598 -0.102E+00       -199.73  0.0452 -0.122E-02
        767.9900     -424.55  0.0787 -0.180E-01       -400.89  0.0724 -0.368E-01       -334.55  0.3599 -0.920E-01       -199.78  0.0452 -0.121E-02
        768.9900     -433.57  0.0766 -0.161E-02       -406.94  0.0714 -0.232E-01       -335.21  0.3596 -0.826E-01       -199.84  0.0452 -0.120E-02
        769.9900     -443.36  0.0749  0.264E-02       -413.96  0.0703 -0.928E-02       -336.51  0.3591 -0.735E-01       -199.89  0.0452 -0.119E-02
        770.9900     -456.64  0.0726  0.205E-01       -421.87  0.0690  0.586E-02       -338.37  0.3583 -0.646E-01       -199.94  0.0451 -0.118E-02
        771.9900     -455.58  0.0728  0.859E-03       -424.64  0.0685  0.868E-03       -340.34  0.3574 -0.576E-01       -200.00  0.0451 -0.118E-02
        772.9900     -457.43  0.0725  0.292E-02       -427.12  0.0681 -0.211E-02       -342.31  0.3566 -0.521E-01       -200.05  0.0451 -0.117E-02
        773.9900     -459.78  0.0721  0.284E-02       -429.55  0.0678 -0.248E-02       -344.05  0.3558 -0.479E-01       -200.10  0.0451 -0.116E-02
        774.9900     -457.54  0.0725 -0.118E-01       -430.71  0.0676 -0.770E-02       -345.66  0.3550 -0.446E-01       -200.15  0.0451 -0.115E-02
        775.9900     -434.37  0.0765 -0.110E+00       -427.52  0.0681 -0.402E-01       -347.15  0.3542 -0.422E-01       -200.21  0.0451 -0.114E-02
        776.9900     -439.09  0.0757 -0.320E-01       -422.74  0.0689 -0.485E-01       -348.34  0.3536 -0.414E-01       -200.26  0.0451 -0.114E-02
        777.9900     -433.87  0.0766 -0.711E-01       -421.99  0.0690 -0.493E-01       -349.01  0.3533 -0.425E-01       -200.31  0.0451 -0.113E-02
        778.9900     -439.86  0.0755 -0.258E-01       -421.32  0.0691 -0.449E-01       -349.34  0.3531 -0.437E-01       -200.36  0.0450 -0.112E-02
        779.9900     -449.20  0.0739 -0.897E-02       -425.23  0.0684 -0.267E-01       -349.60  0.3530 -0.441E-01       -200.41  0.0450 -0.111E-02
        780.9900     -420.30  0.0797 -0.182E+00       -422.09  0.0690 -0.661E-01       -349.90  0.3528 -0.435E-01       -200.46  0.0450 -0.111E-02
        781.9900     -328.21  0.1071 -0.108E+01       -369.93  0.0782 -0.562E+00       -350.12  0.3527 -0.442E-01       -200.51  0.0450 -0.110E-02
        782.9900     -349.85  0.0989 -0.305E+00       -353.15  0.0817 -0.389E+00       -346.89  0.3543 -0.708E-01       -200.56  0.0450 -0.109E-02
        783.9900     -374.90  0.0911 -0.945E-01       -363.44  0.0795 -0.202E+00       -337.23  0.3587 -0.110E+00       -200.61  0.0450 -0.108E-02
        784.9900     -390.60  0.0866 -0.506E-01       -373.54  0.0774 -0.119E+00       -329.58  0.3620 -0.117E+00       -200.66  0.0450 -0.108E-02
        785.9900     -403.83  0.0835 -0.249E-01       -382.25  0.0755 -0.691E-01       -325.60  0.3637 -0.110E+00       -200.71  0.0450 -0.107E-02
        786.9900     -413.81  0.0812 -0.130E-01       -389.46  0.0742 -0.427E-01       -323.94  0.3644 -0.991E-01       -200.76  0.0450 -0.106E-02
        787.9900     -419.51  0.0799 -0.116E-01       -394.29  0.0734 -0.331E-01       -323.66  0.3646 -0.889E-01       -200.81  0.0449 -0.106E-02
        788.9900     -427.37  0.0780  0.899E-03       -399.73  0.0726 -0.203E-01       -324.23  0.3643 -0.797E-01       -200.86  0.0449 -0.105E-02
        789.9900     -435.80  0.0762  0.110E-01       -405.43  0.0716 -0.848E-02       -325.42  0.3638 -0.714E-01       -200.90  0.0449 -0.104E-02
        790.9900     -442.74  0.0750  0.125E-01       -410.67  0.0708 -0.658E-03       -326.96  0.3631 -0.637E-01       -200.95  0.0449 -0.104E-02
        791.9900     -446.85  0.0743  0.101E-01       -414.67  0.0702  0.165E-02       -328.71  0.3624 -0.571E-01       -201.00  0.0449 -0.103E-02
        792.9900     -444.54  0.0747 -0.830E-02       -416.26  0.0699 -0.538E-02       -330.47  0.3616 -0.520E-01       -201.05  0.0449 -0.102E-02
        793.9900     -449.21  0.0739  0.403E-02       -419.06  0.0694 -0.363E-02       -332.23  0.3609 -0.478E-01       -201.09  0.0449 -0.102E-02
        794.9900     -455.50  0.0728  0.104E-01       -423.06  0.0688  0.277E-02       -334.01  0.3601 -0.439E-01       -201.14  0.0449 -0.101E-02
        795.9900     -453.68  0.0732 -0.975E-02       -425.10  0.0685 -0.138E-02       -335.75  0.3594 -0.405E-01       -201.18  0.0449 -0.100E-02
        796.9900     -462.59  0.0716  0.126E-01       -429.48  0.0678  0.588E-02       -337.58  0.3586 -0.371E-01       -201.23  0.0448 -0.997E-03
        797.9900     -460.50  0.0720 -0.127E-01       -431.76  0.0674  0.242E-02       -339.40  0.3578 -0.339E-01       -201.27  0.0448 -0.991E-03
        798.9900     -429.31  0.0776 -0.143E+00       -426.40  0.0683 -0.432E-01       -341.04  0.3571 -0.320E-01       -201.32  0.0448 -0.984E-03
        799.9900     -434.54  0.0765 -0.363E-01       -419.59  0.0694 -0.549E-01       -342.28  0.3566 -0.323E-01       -201.36  0.0448 -0.978E-03
        800.9900     -438.48  0.0758 -0.353E-01       -420.09  0.0693 -0.401E-01       -342.80  0.3564 -0.347E-01       -201.41  0.0448 -0.972E-03
        801.9900     -447.71  0.0742 -0.860E-02       -423.38  0.0687 -0.247E-01       -343.10  0.3562 -0.360E-01       -201.45  0.0448 -0.966E-03
        802.9900     -459.10  0.0722  0.675E-02       -429.21  0.0678 -0.675E-02       -343.61  0.3560 -0.351E-01       -201.50  0.0448 -0.960E-03
        803.9900     -453.70  0.0731 -0.290E-01       -430.45  0.0676 -0.130E-01       -344.28  0.3556 -0.335E-01       -201.54  0.0448 -0.954E-03
        804.9900     -459.16  0.0722 -0.286E-02       -432.19  0.0673 -0.109E-01       -345.15  0.3552 -0.317E-01       -201.58  0.0448 -0.948E-03
        805.9900     -474.49  0.0696  0.191E-01       -439.53  0.0664  0.716E-02       -346.30  0.3546 -0.290E-01       -201.62  0.0448 -0.943E-03
        806.9900     -487.53  0.0673  0.280E-01       -446.61  0.0655  0.179E-01       -347.72  0.3539 -0.255E-01       -201.67  0.0447 -0.937E-03
        807.9900     -500.85  0.0656  0.325E-01       -454.12  0.0646  0.263E-01       -349.46  0.3531 -0.215E-01       -201.71  0.0447 -0.931E-03
